state_name,year,industry_code,industry_title,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,avg_annual_pay,lq_avg_annual_pay,lq_annual_avg_emplvl
Connecticut,2020,10,"10 Total, all industries",121578,1332441,101563601252,76224,1.01,1.02
Delaware,1996,511110,Newspaper publishers,16,1212,32668337,26952,0.89,0.93
Florida,2011,10,"Total, all industries",586109,6150504,254487215570,41377,0.98,1.02
Florida,2017,10,"10 Total, all industries",667411,7437388,355347173803,47778,0.99,1.03
Massachusetts,2014,10,"Total, all industries",224784,2933247,189875399065,64732,1.01,1.03
Massachusetts,2004,511110,Newspaper publishers,193,10765,492528835,45754,0.96,1.18
Michigan,1994,10,"Total, all industries",202759,3484102,102298582305,29362,1.01,1.03
Minnesota,1995,10,"Total, all industries",127614,1978900,53486754112,27029,1.0,1.02
Minnesota,2017,10,"10 Total, all industries",160983,2473604,140175413593,56668,1.01,1.02
Mississippi,2011,10,"Total, all industries",64734,837502,28657012971,34217,0.98,0.93
Nevada,1998,10,"Total, all industries",45711,812789,23899399450,29404,0.98,1.04
Nevada,2007,10,"Total, all industries",73869,1131609,46608766824,41188,0.98,1.05
Nevada,2001,511110,Newspaper publishers,46,1923,65078062,33835,1.05,0.59
Nevada,2023,513110,NAICS 513110 Newspaper publishers,36,495,34705055,70135,1.06,0.52
New Hampshire,2021,10,"10 Total, all industries",56083,567902,42075083589,74089,1.02,1.02
New Hampshire,2021,511110,NAICS 511110 Newspaper publishers,33,618,27138086,43948,0.65,1.34
New Jersey,2011,511110,Newspaper publishers,180,7503,440343445,58688,1.12,1.09
New Jersey,2019,511110,NAICS 511110 Newspaper publishers,137,3716,284031556,76436,1.21,1.02
Alaska,1996,10,"Total, all industries",16777,188984,5774816309,30557,0.94,0.87
Alaska,2022,10,"10 Total, all industries",22327,241031,15626534624,64832,0.99,0.89
Alaska,2020,511110,NAICS 511110 Newspaper publishers,16,270,10798727,39958,0.7,1.11
Arizona,2000,10,"Total, all industries",114877,1908425,61796980638,32381,0.99,1.01
Arizona,2003,10,"Total, all industries",123825,1902998,65847520961,34602,0.99,1.0
Arizona,1996,511110,Newspaper publishers,120,6227,181783152,29191,1.12,0.93
California,2001,511110,Newspaper publishers,693,34556,1324529156,38330,0.96,0.74
Connecticut,2000,10,"Total, all industries",104254,1462184,67273522101,46009,1.01,1.03
Delaware,2015,10,"Total, all industries",30293,371748,20077767738,54009,1.0,1.01
Delaware,2021,10,"10 Total, all industries",36097,375307,24515461219,65321,1.01,1.0
Delaware,2005,511110,Newspaper publishers,19,1131,40018115,35380,0.82,0.96
Delaware,2015,511110,Newspaper publishers,16,526,23291058,44280,0.9,0.89
Delaware,2022,513110,NAICS 513110 Newspaper publishers,19,392,21882161,55893,0.8,1.23
Florida,2021,10,"10 Total, all industries",792325,7811760,469994927807,60165,0.99,1.03
New Hampshire,2001,511110,Newspaper publishers,72,2201,66172610,30066,0.87,1.16
New Hampshire,2004,511110,Newspaper publishers,73,2088,71305953,34144,0.9,1.17
New Jersey,1993,10,"Total, all industries",216134,2874813,92531745717,32187,1.0,1.01
New Jersey,1998,10,"Total, all industries",250852,3158902,123647876854,39143,1.0,1.01
New York,1998,10,"Total, all industries",502914,6729116,274291205534,40762,1.01,0.98
New York,2020,10,"10 Total, all industries",635538,7207032,610880683568,84762,1.02,0.99
North Carolina,2009,10,"Total, all industries",244296,3137127,123492876092,39365,1.0,0.99
North Carolina,2017,10,"10 Total, all industries",265389,3633435,177989070554,48986,1.0,0.99
North Carolina,1998,511110,Newspaper publishers,227,10709,280333064,26178,0.94,0.85
North Dakota,2024,10,"10 Total, all industries",34331,354071,23723221143,67001,1.02,0.97
West Virginia,2010,511110,Newspaper publishers,74,2061,67871624,32930,0.95,1.51
Wisconsin,2010,10,"Total, all industries",148043,2246531,88863403639,39556,1.0,1.03
Wisconsin,1998,511110,Newspaper publishers,222,11424,267690398,23433,0.83,1.29
Virgin Islands,2002,10,"Total, all industries",3111,30482,844006485,27689,0.91,0.84
Virgin Islands,2007,511110,Newspaper publishers,2,0,0,0,0.0,0.0
Alabama,2023,10,"10 Total, all industries",150014,1700160,100296832505,58993,0.98,0.96
Alaska,1995,10,"Total, all industries",16357,187148,5685766537,30381,0.94,0.87
California,2012,10,"Total, all industries",1299697,12684429,714072521662,56295,0.99,1.01
California,2023,513110,NAICS 513110 Newspaper publishers,514,7165,618714507,86352,0.95,0.64
Colorado,1998,10,"Total, all industries",133060,1717110,56113356921,32679,1.01,1.0
Connecticut,1995,511110,Newspaper publishers,115,6983,200348450,28693,0.84,1.23
South Dakota,2002,511110,Newspaper publishers,104,1575,33185643,21074,0.82,1.44
Texas,1992,10,"Total, all industries",373777,5838634,147532791040,25268,1.02,0.98
Texas,1993,10,"Total, all industries",390323,6015165,154372248899,25664,1.02,0.98
Texas,2012,511110,Newspaper publishers,521,12358,567285515,45904,0.98,0.68
Utah,2004,10,"Total, all industries",73094,884984,27956753039,31590,0.99,0.98
Utah,2014,10,"Total, all industries",86654,1076055,46266369634,42996,1.0,0.98
Vermont,2018,10,"10 Total, all industries",24173,257141,11990246378,46629,0.98,0.97
Vermont,2009,511110,Newspaper publishers,48,943,27454052,29116,0.8,1.5
Vermont,2014,511110,Newspaper publishers,46,705,23070501,32747,0.82,1.57
Washington,2002,10,"Total, all industries",221823,2153424,81803682196,37988,1.0,0.97
Washington,2011,511110,Newspaper publishers,160,4930,192359072,39019,0.85,0.94
Washington,2013,511110,Newspaper publishers,147,4322,182397288,42200,0.86,0.92
Wisconsin,2007,10,"Total, all industries",152094,2401215,90561825372,37715,0.99,1.03
Wyoming,1991,10,"Total, all industries",16328,143839,2884235023,20052,0.99,0.88
Wyoming,2002,10,"Total, all industries",20108,182026,5150110288,28293,0.98,0.91
Puerto Rico,1990,10,"Total, all industries",39048,570797,6876212268,12047,1.05,0.79
Puerto Rico,2003,10,"Total, all industries",49180,726994,14770754514,20318,0.95,0.85
Virgin Islands,2012,10,"Total, all industries",3327,29063,1054994247,36300,0.94,0.85
Hawaii,2018,10,"10 Total, all industries",40274,536370,25947645218,48376,0.95,0.96
Hawaii,1993,511110,Newspaper publishers,34,1710,61260234,35818,1.43,0.8
Hawaii,1997,511110,Newspaper publishers,34,1650,67076784,40648,1.44,0.9
Idaho,2015,511110,Newspaper publishers,69,1222,46173838,37788,1.06,1.35
Illinois,1995,10,"Total, all industries",279961,4718226,143145266802,30339,1.01,1.03
Illinois,2020,511110,NAICS 511110 Newspaper publishers,256,4359,262309745,60173,0.98,0.96
Indiana,2006,10,"Total, all industries",150616,2494391,91325833608,36612,1.0,1.02
Indiana,2008,511110,Newspaper publishers,183,7663,253758495,33114,0.9,1.11
Indiana,2010,511110,Newspaper publishers,173,6254,205688062,32890,0.91,1.17
Kansas,1993,511110,Newspaper publishers,201,4414,83441285,18904,0.88,1.01
Kansas,2021,511110,NAICS 511110 Newspaper publishers,131,941,32364918,34406,0.68,0.98
Kentucky,1994,10,"Total, all industries",85306,1288762,28875933995,22406,1.0,1.0
Louisiana,2005,10,"Total, all industries",113813,1483085,49709215807,33517,1.0,0.96
Maine,1998,10,"Total, all industries",40283,467739,11905916412,25454,0.99,0.99
Maine,2020,10,"10 Total, all industries",51243,489372,25357470665,51816,0.99,0.99
Massachusetts,2010,10,"Total, all industries",213799,2733361,159516375847,58359,1.02,1.04
Delaware,1991,511110,Newspaper publishers,17,1073,25815178,24055,0.96,0.78
Delaware,2013,511110,Newspaper publishers,19,570,26232881,46016,0.96,0.86
Florida,1990,511110,Newspaper publishers,272,25601,608467724,23768,1.14,1.13
Florida,1993,511110,Newspaper publishers,303,24993,647275311,25898,1.15,1.13
Alabama,2010,10,"Total, all industries",110326,1444072,56708014349,39270,0.98,0.96
Alabama,1999,511110,Newspaper publishers,142,4389,128431478,29261,1.05,0.72
Alabama,2019,511110,NAICS 511110 Newspaper publishers,130,1729,74996663,43384,0.95,0.98
Alabama,2020,511110,NAICS 511110 Newspaper publishers,123,1475,66247797,44904,0.93,0.95
Arizona,2014,10,"Total, all industries",144290,2153171,100209984447,46541,0.99,1.0
Arizona,2008,511110,Newspaper publishers,116,5374,229970110,42791,1.06,0.87
Arkansas,1995,10,"Total, all industries",63064,878129,18598916279,21180,0.99,1.0
Arkansas,2001,511110,Newspaper publishers,136,3938,92691059,23539,0.89,1.12
Arkansas,2007,511110,Newspaper publishers,117,3437,95125305,27678,0.85,1.14
Arkansas,2022,513110,NAICS 513110 Newspaper publishers,92,976,38177007,39102,0.7,1.13
California,2008,511110,Newspaper publishers,696,24984,1230665920,49258,1.0,0.67
Colorado,2000,10,"Total, all industries",145008,1865818,70159219488,37602,1.01,1.01
Colorado,2006,10,"Total, all industries",171682,1890640,82552877252,43664,1.01,1.0
Connecticut,1994,511110,Newspaper publishers,115,7044,187651407,26638,0.8,1.23
Florida,1993,10,"Total, all industries",361852,4706631,108118156140,22971,0.99,1.01
Georgia,2007,10,"Total, all industries",261431,3405706,145427925290,42701,1.01,0.99
Georgia,2013,10,"Total, all industries",264859,3278166,155743473463,47509,1.02,0.99
Alabama,2003,10,"Total, all industries",105034,1483039,46815173581,31567,0.99,0.97
Alabama,1992,511110,Newspaper publishers,128,4243,93395922,22011,1.01,0.66
Alaska,1991,511110,Newspaper publishers,26,1447,33791506,23357,0.78,1.51
Arkansas,1998,10,"Total, all industries",66524,921529,22248615423,24143,0.99,1.0
Arkansas,2015,511110,Newspaper publishers,97,2230,68195655,30579,0.82,1.39
California,1994,10,"Total, all industries",866017,10460412,304468751433,29107,0.99,1.0
California,2024,10,"10 Total, all industries",1810738,15544367,1432570922322,92160,1.0,1.0
Colorado,2008,10,"Total, all industries",175410,1943153,90795725178,46726,1.01,1.0
Connecticut,1993,10,"Total, all industries",98222,1312246,43180831205,32906,1.01,1.04
Delaware,1995,10,"Total, all industries",19737,310131,8980332938,28957,1.0,1.03
Delaware,2012,511110,Newspaper publishers,20,579,26232270,45293,0.95,0.84
Florida,1990,10,"Total, all industries",326358,4557857,93527825039,20520,0.99,1.01
Florida,2008,511110,Newspaper publishers,405,17588,810278157,46070,1.19,0.96
Florida,2021,511110,NAICS 511110 Newspaper publishers,311,4653,277407433,59619,1.05,0.74
Florida,2022,513110,NAICS 513110 Newspaper publishers,352,6214,442720415,71251,1.08,0.96
Georgia,2024,513110,NAICS 513110 Newspaper publishers,234,2997,506904951,169142,2.26,1.07
South Dakota,2012,511110,Newspaper publishers,97,1236,33039768,26729,0.79,1.81
Tennessee,1994,10,"Total, all industries",110597,2006593,47836148468,23839,1.0,1.02
Tennessee,1994,511110,Newspaper publishers,169,8258,164591893,19932,0.84,0.93
Texas,2007,10,"Total, all industries",552608,8531767,388499008808,45536,1.02,0.99
Texas,1999,511110,Newspaper publishers,650,21475,696262978,32422,0.99,0.73
Utah,2010,10,"Total, all industries",79603,945990,36833085074,38936,0.99,0.99
Vermont,2013,511110,Newspaper publishers,47,752,23955094,31876,0.82,1.56
Virginia,2022,513110,NAICS 513110 Newspaper publishers,172,3365,311096158,92451,1.26,1.22
West Virginia,2000,10,"Total, all industries",44156,550671,14507406672,26345,0.98,0.95
West Virginia,2005,511110,Newspaper publishers,81,2575,69261802,26895,0.89,1.32
Wisconsin,1998,10,"Total, all industries",136162,2280126,64368448476,28230,0.99,1.03
Wisconsin,2004,511110,Newspaper publishers,237,10135,285835541,28204,0.83,1.29
Wisconsin,2023,513110,NAICS 513110 Newspaper publishers,139,1681,79889639,47530,0.75,0.92
Wyoming,2018,10,"10 Total, all industries",24873,207335,9831314402,47418,0.99,0.89
New Hampshire,1990,511110,Newspaper publishers,68,2401,51355627,21390,0.95,1.15
New Hampshire,2016,511110,NAICS 511110 Newspaper publishers,39,975,37893587,38885,0.79,1.21
New Jersey,1995,10,"Total, all industries",222829,2993284,153580232113,51308,1.05,1.01
North Dakota,1997,10,"Total, all industries",20924,242987,5244966658,21585,0.99,0.97
North Dakota,2017,10,"10 Total, all industries",29849,343190,17439462631,50816,1.01,0.97
North Dakota,1990,511110,Newspaper publishers,78,1574,24460371,15539,0.89,1.52
North Dakota,2000,511110,Newspaper publishers,81,1586,34622499,21830,0.9,1.6
North Dakota,2014,511110,Newspaper publishers,74,1147,40133654,34993,0.74,1.75
Ohio,2004,10,"Total, all industries",272537,4533380,162874667444,35928,0.99,1.02
Ohio,1993,511110,Newspaper publishers,326,17383,443328318,25503,1.05,0.91
Oklahoma,2012,10,"Total, all industries",98780,1222393,51173057760,41863,1.01,0.94
Oregon,1993,10,"Total, all industries",88238,1080861,25261235324,23371,0.99,1.0
Oregon,2013,10,"Total, all industries",125881,1410792,62618141682,44385,0.99,1.0
Nebraska,1992,511110,Newspaper publishers,150,3948,72924335,18472,0.93,1.37
Nevada,2012,10,"Total, all industries",71449,988141,41906786637,42410,0.97,1.04
Nevada,2017,10,"10 Total, all industries",78292,1170769,55007819329,46984,0.98,1.04
Nevada,1990,511110,Newspaper publishers,44,1878,39191328,20873,0.94,0.72
Nevada,2002,511110,Newspaper publishers,47,1905,66176995,34742,1.05,0.6
Nevada,2008,511110,Newspaper publishers,50,1847,82994610,44925,1.1,0.61
New Jersey,2013,10,"Total, all industries",251020,3235655,190958484279,59017,0.99,1.01
New Mexico,1990,10,"Total, all industries",34390,429846,7965013884,18530,0.97,0.92
New Mexico,1995,10,"Total, all industries",43400,519713,11351585551,21842,0.96,0.93
New Mexico,2021,511110,NAICS 511110 Newspaper publishers,45,647,27068047,41869,0.85,1.14
New Mexico,2024,513110,NAICS 513110 Newspaper publishers,52,602,29881484,49658,0.77,1.2
North Carolina,1990,10,"Total, all industries",148002,2602197,51734124755,19881,1.0,1.01
North Carolina,2008,511110,Newspaper publishers,239,9137,320499759,35077,0.93,0.94
North Carolina,2009,511110,Newspaper publishers,227,7360,259042918,35198,0.94,0.9
North Dakota,2012,511110,Newspaper publishers,73,1181,39328689,33294,0.79,1.68
Ohio,2006,10,"Total, all industries",275426,4562713,173841574822,38100,0.99,1.02
Ohio,1992,511110,Newspaper publishers,309,17556,451784285,25733,1.06,0.94
Oklahoma,2005,10,"Total, all industries",89220,1158861,36570949248,31558,1.0,0.94
Mississippi,2018,511110,NAICS 511110 Newspaper publishers,107,1249,38055247,30462,0.83,1.1
Nevada,2008,10,"Total, all industries",75912,1096863,45859808545,41810,0.98,1.04
New Jersey,2017,10,"10 Total, all industries",259703,3435139,218836196205,63705,1.0,1.01
New Jersey,1998,511110,Newspaper publishers,200,17100,687732237,40217,1.03,1.37
New Mexico,2013,511110,Newspaper publishers,50,1400,44949755,32099,0.85,1.11
North Carolina,1999,511110,Newspaper publishers,239,10935,293874830,26874,0.92,0.88
North Carolina,2014,511110,Newspaper publishers,224,5267,189911432,36059,0.87,0.88
Ohio,2008,10,"Total, all industries",279135,4484625,180358078315,40217,0.99,1.02
Michigan,1998,511110,Newspaper publishers,291,13588,395938757,29140,0.85,0.91
Minnesota,2017,511110,NAICS 511110 Newspaper publishers,280,4359,189745659,43533,0.84,1.37
Minnesota,2019,511110,NAICS 511110 Newspaper publishers,262,3648,169821630,46555,0.83,1.42
Mississippi,1990,511110,Newspaper publishers,104,2847,46248467,16246,0.92,0.74
Mississippi,2011,511110,Newspaper publishers,114,1942,53766327,27693,0.87,0.98
Montana,1990,10,"Total, all industries",25262,222437,3807160711,17116,0.97,0.93
Nebraska,2010,10,"Total, all industries",55795,736906,27033945560,36686,0.99,0.99
Nebraska,2018,10,"10 Total, all industries",67975,816876,37457422873,45854,0.99,0.98
Nebraska,1993,511110,Newspaper publishers,150,3887,74159437,19081,0.96,1.31
Nebraska,2017,511110,NAICS 511110 Newspaper publishers,138,2108,68302233,32398,0.78,1.94
Nevada,1995,10,"Total, all industries",39152,687726,17789146759,25867,0.98,1.05
Nevada,1996,10,"Total, all industries",41195,740067,19967903323,26981,0.98,1.05
Nevada,2000,10,"Total, all industries",49483,901331,28299206603,31397,0.97,1.05
Nevada,1991,511110,Newspaper publishers,43,1770,37152452,20988,0.93,0.7
Nevada,1996,511110,Newspaper publishers,52,1996,51447379,25780,0.94,0.67
Nevada,1999,511110,Newspaper publishers,48,1961,61365222,31288,1.01,0.61
New Hampshire,2010,10,"Total, all industries",45661,513531,23769728627,46287,1.01,1.03
New Hampshire,2014,10,"Total, all industries",47409,541440,28051767204,51810,1.01,1.02
New Hampshire,2011,511110,Newspaper publishers,48,1382,50035674,36218,0.84,1.23
New Jersey,2007,511110,Newspaper publishers,213,13568,766060245,56459,1.1,1.33
New Jersey,2020,511110,NAICS 511110 Newspaper publishers,141,3275,257885062,78754,1.15,1.07
New Mexico,1998,10,"Total, all industries",43745,543152,13422994545,24713,0.97,0.93
New York,2024,513110,NAICS 513110 Newspaper publishers,369,11046,1418895705,128455,1.27,1.99
Virginia,2002,511110,Newspaper publishers,203,10591,433880968,40966,1.13,1.03
Washington,2019,511110,NAICS 511110 Newspaper publishers,120,2721,135550106,49812,0.76,0.89
West Virginia,1996,10,"Total, all industries",43012,530922,12614886053,23760,1.0,0.95
West Virginia,1999,10,"Total, all industries",44176,547653,13972298143,25513,0.98,0.95
West Virginia,2022,10,"10 Total, all industries",51829,539694,28547108981,52895,0.99,0.93
Wyoming,1993,511110,Newspaper publishers,45,1063,18151128,17081,0.82,1.32
Wyoming,2007,511110,Newspaper publishers,47,1069,28456371,26630,0.71,1.5
Virgin Islands,2014,511110,Newspaper publishers,2,0,0,0,0.0,0.0
Virgin Islands,2024,513110,NAICS 513110 Newspaper publishers,3,0,0,0,0.0,0.0
Alabama,1996,511110,Newspaper publishers,134,4496,112673671,25063,1.01,0.71
Arizona,2005,10,"Total, all industries",135167,2107545,79466738991,37706,0.99,1.01
Arkansas,1990,10,"Total, all industries",54029,750507,13430219622,17895,1.0,1.0
Arkansas,1995,511110,Newspaper publishers,136,3596,64645568,17976,0.85,0.94
Connecticut,1997,10,"Total, all industries",101454,1396186,54464942624,39010,1.01,1.04
Delaware,1997,10,"Total, all industries",21538,328050,10560221852,32191,1.01,1.03
Delaware,2011,10,"Total, all industries",27288,342585,17312678593,50535,1.01,1.02
Florida,1999,10,"Total, all industries",431498,5856512,167011499430,28517,0.98,1.02
Georgia,2009,511110,Newspaper publishers,240,9597,404461109,42143,1.04,1.18
Georgia,2018,511110,NAICS 511110 Newspaper publishers,211,4467,382754137,85693,1.74,1.01
Missouri,1993,511110,Newspaper publishers,314,8691,212199700,24416,1.06,0.95
Montana,1992,10,"Total, all industries",26430,238488,4398883047,18445,0.96,0.94
Nebraska,2011,511110,Newspaper publishers,139,2666,76943772,28867,0.83,1.6
Nevada,2013,10,"Total, all industries",73059,1014758,43576250200,42943,0.98,1.04
Nevada,2000,511110,Newspaper publishers,45,1986,64201745,32323,1.02,0.61
New Jersey,1994,10,"Total, all industries",218267,2927031,95894809695,32762,1.0,1.01
New Jersey,2000,511110,Newspaper publishers,204,16469,722028968,43842,1.02,1.32
North Carolina,2008,10,"Total, all industries",249383,3358606,132314104637,39396,1.0,0.99
North Carolina,2022,513110,NAICS 513110 Newspaper publishers,191,2074,100355568,48382,0.74,0.64
North Dakota,1990,10,"Total, all industries",20014,194144,3327994489,17142,0.99,0.94
North Dakota,2003,511110,Newspaper publishers,82,1461,35880358,24560,0.9,1.55
Ohio,1994,10,"Total, all industries",257524,4275512,110707689192,25893,1.01,1.03
Illinois,2008,511110,Newspaper publishers,401,13565,625270817,46096,0.99,0.97
Indiana,1994,10,"Total, all industries",136677,2280841,56628705509,24828,1.01,1.03
Indiana,1997,10,"Total, all industries",144280,2428690,67102395669,27629,1.0,1.03
Iowa,2014,10,"Total, all industries",93162,1280166,53731247710,41972,0.99,1.0
Iowa,2018,10,"10 Total, all industries",96660,1309819,61653056860,47070,0.99,0.99
Iowa,1999,511110,Newspaper publishers,304,6585,149508222,22703,0.85,1.4
Louisiana,2007,511110,Newspaper publishers,115,3824,147040849,38454,1.05,0.8
Maine,1995,10,"Total, all industries",37038,439452,9882922608,22489,0.98,0.99
Maine,2008,511110,Newspaper publishers,87,2159,70589347,32695,0.94,1.49
Maryland,2008,511110,Newspaper publishers,127,4918,213453963,43402,0.92,0.81
Michigan,2000,10,"Total, all industries",254268,3960685,147559145903,37256,1.01,1.02
Michigan,2006,511110,Newspaper publishers,260,11976,469526512,39207,0.97,1.05
Minnesota,2024,10,"10 Total, all industries",205862,2540265,190005745349,74798,1.0,1.01
Michigan,2007,511110,Newspaper publishers,257,11145,449070533,40295,0.97,1.04
Minnesota,2019,10,"10 Total, all industries",171592,2516107,151209398584,60097,1.01,1.02
Missouri,2023,10,"10 Total, all industries",237209,2470993,154583525443,62559,1.01,1.0
Missouri,2009,511110,Newspaper publishers,282,5921,208127900,35150,0.93,1.06
Nebraska,1992,10,"Total, all industries",42614,587817,11661147596,19838,0.99,0.97
Nevada,2019,511110,NAICS 511110 Newspaper publishers,34,656,36705963,55990,1.16,0.52
Nevada,2021,511110,NAICS 511110 Newspaper publishers,28,540,32613199,60404,1.08,0.56
New Hampshire,1996,511110,Newspaper publishers,78,2325,58145676,25010,0.92,1.21
New Jersey,2001,511110,Newspaper publishers,186,15796,736259030,46611,1.09,1.31
Minnesota,2023,513110,NAICS 513110 Newspaper publishers,270,2776,160800437,57930,0.78,1.53
Mississippi,2000,10,"Total, all industries",60295,914986,22726915374,24839,0.99,0.95
Mississippi,2010,10,"Total, all industries",64990,833338,27947854180,33537,0.98,0.93
Montana,2024,513110,NAICS 513110 Newspaper publishers,61,494,23123330,46840,0.74,1.67
Nebraska,1991,10,"Total, all industries",42806,578789,10843630659,18735,0.98,0.97
Nebraska,1993,10,"Total, all industries",43685,604872,12240123607,20236,0.99,0.97
Nebraska,2005,10,"Total, all industries",53051,739567,23669558912,32005,0.99,0.99
Nebraska,2007,511110,Newspaper publishers,147,3333,91594741,27481,0.82,1.41
New Hampshire,1992,10,"Total, all industries",34400,409457,10040432712,24521,1.0,1.04
New Hampshire,2012,10,"Total, all industries",46417,527252,25716854666,48775,1.01,1.02
New Hampshire,2003,511110,Newspaper publishers,77,2117,69533256,32841,0.89,1.17
New Jersey,2003,10,"Total, all industries",256212,3262121,149994400427,45981,1.0,1.01
New Mexico,2015,10,"Total, all industries",53155,626624,25832861216,41225,0.97,0.92
New Mexico,1990,511110,Newspaper publishers,53,2157,39496474,18311,0.95,0.91
New Mexico,2020,511110,NAICS 511110 Newspaper publishers,43,730,28333739,38840,0.83,1.15
New York,1996,10,"Total, all industries",493286,6473262,236821379364,36585,1.01,0.99
New York,2012,511110,Newspaper publishers,433,17771,1225046740,68934,1.19,1.22
North Carolina,2015,10,"Total, all industries",258551,3474750,161643121431,46519,1.0,0.98
North Carolina,2011,511110,Newspaper publishers,216,6269,217500195,34693,0.9,0.88
North Dakota,2019,511110,NAICS 511110 Newspaper publishers,73,859,34163564,39756,0.78,2.29
North Dakota,2021,511110,NAICS 511110 Newspaper publishers,67,644,29157903,45311,0.85,2.26
Alabama,1990,10,"Total, all industries",83645,1291089,25844645071,20018,0.99,0.96
Alabama,2022,10,"10 Total, all industries",142581,1660156,94188552072,56735,0.98,0.96
Alabama,2022,513110,NAICS 513110 Newspaper publishers,142,1222,64458599,52748,0.89,0.87
Alaska,2014,511110,Newspaper publishers,26,544,18553465,34085,0.69,1.12
Arizona,2020,511110,NAICS 511110 Newspaper publishers,91,1709,88637029,51857,0.96,0.74
California,2021,10,"10 Total, all industries",1620760,14575306,1260038942449,86450,1.0,1.01
Connecticut,2002,10,"Total, all industries",104203,1408923,66767964794,47389,1.02,1.02
Connecticut,2007,10,"Total, all industries",108675,1439191,85176562008,59184,1.02,1.01
Delaware,2017,10,"10 Total, all industries",31370,379223,21153008835,55780,1.0,1.01
Georgia,1994,10,"Total, all industries",175051,2663618,67744818136,25433,1.02,0.99
Georgia,2006,10,"Total, all industries",252996,3367178,137395225299,40804,1.01,0.99
Georgia,1997,511110,Newspaper publishers,250,13422,402489688,29988,1.04,1.09
Idaho,1991,511110,Newspaper publishers,63,1730,28371458,16400,0.85,1.07
Idaho,2004,511110,Newspaper publishers,64,1902,50623163,26616,0.92,1.11
Idaho,2009,511110,Newspaper publishers,67,1567,51711711,32999,1.03,1.19
Wisconsin,2023,10,"10 Total, all industries",191651,2545041,156393222998,61450,1.0,1.02
Wisconsin,1991,511110,Newspaper publishers,217,11794,196749734,16682,0.78,1.3
Wyoming,2009,10,"Total, all industries",23503,209729,8344377895,39786,0.99,0.92
Puerto Rico,2020,10,"10 Total, all industries",44371,637061,18077140915,28376,0.96,0.9
Puerto Rico,2006,511110,Newspaper publishers,16,2793,103794997,37159,1.63,1.0
Virgin Islands,2002,511110,Newspaper publishers,0,0,0,0,0.0,0.0
Texas,2012,10,"Total, all industries",579846,8964789,462519509905,51593,1.02,0.99
Texas,1996,511110,Newspaper publishers,634,21333,595321906,27907,1.01,0.74
Utah,2020,10,"10 Total, all industries",108976,1269695,70128002729,55232,1.0,1.0
Vermont,2003,10,"Total, all industries",22272,244595,7722454724,31572,0.99,0.99
Virginia,1996,10,"Total, all industries",170028,2497019,68358331336,27376,0.99,0.97
Washington,1996,511110,Newspaper publishers,220,9597,248864114,25932,0.91,1.13
West Virginia,2001,10,"Total, all industries",44001,551781,15075992912,27322,0.98,0.95
Wyoming,2012,10,"Total, all industries",23900,212192,9402129354,44310,1.0,0.91
Wyoming,2013,10,"Total, all industries",23972,213355,9535334764,44692,1.0,0.9
Wyoming,2000,511110,Newspaper publishers,46,1114,24403947,21905,0.83,1.51
Puerto Rico,2022,513110,NAICS 513110 Newspaper publishers,12,1280,39354825,30752,0.93,2.0
Puerto Rico,2023,513110,NAICS 513110 Newspaper publishers,13,1090,34948117,32065,0.92,1.86
Texas,2011,511110,Newspaper publishers,526,13069,592712804,45351,1.02,0.68
Utah,2015,10,"Total, all industries",89669,1122545,49795573363,44360,1.0,0.99
Vermont,1992,511110,Newspaper publishers,50,1297,22623994,17438,0.8,1.33
Virginia,2001,511110,Newspaper publishers,201,11052,448012114,40539,1.14,1.03
Washington,2018,10,"10 Total, all industries",244223,2810692,187157612796,66588,1.01,0.98
Wisconsin,2019,511110,NAICS 511110 Newspaper publishers,157,2953,115668525,39175,0.83,1.15
Wisconsin,2022,513110,NAICS 513110 Newspaper publishers,145,1943,89014338,45815,0.75,0.97
Wyoming,1991,511110,Newspaper publishers,45,1077,17143240,15920,0.79,1.36
Wyoming,1998,511110,Newspaper publishers,44,1087,22942014,21107,0.86,1.46
Wyoming,2005,511110,Newspaper publishers,48,1145,25770651,22517,0.7,1.6
Wyoming,2023,513110,NAICS 513110 Newspaper publishers,50,440,16441917,37347,0.61,2.52
Puerto Rico,1991,10,"Total, all industries",39242,564316,7701195509,13647,1.02,0.79
Virgin Islands,2010,10,"Total, all industries",3475,31254,1107506620,35435,0.92,0.85
Virgin Islands,2023,10,"10 Total, all industries",3665,24954,1120676323,44910,0.87,0.81
Virgin Islands,2019,511110,NAICS 511110 Newspaper publishers,3,0,0,0,0.0,0.0
Alaska,1997,10,"Total, all industries",17009,193797,6023415535,31081,0.94,0.88
Arizona,2001,10,"Total, all industries",116748,1891537,62732711023,33165,0.99,1.0
Arizona,2007,10,"Total, all industries",156493,2248274,92267716494,41039,0.99,1.01
Arizona,2012,10,"Total, all industries",143845,2045349,92521163385,45235,0.99,1.0
Arkansas,1997,10,"Total, all industries",65954,907533,20754121554,22869,0.99,1.0
Colorado,2000,511110,Newspaper publishers,185,8167,274399733,33598,0.92,1.16
Connecticut,2023,10,"10 Total, all industries",143973,1448352,123033919299,84948,1.01,1.01
Georgia,2016,511110,NAICS 511110 Newspaper publishers,219,5059,377765768,74667,1.6,0.95
Idaho,2011,511110,Newspaper publishers,65,1402,48288615,34432,1.06,1.25
